"id_relatore","name","surname","company","role","photo","curriculum"
"2835","Daniele","Masarone","","","",""
"2836","Khaled","Menif","","","",""
"2837","Ornella","Milanesi","","","",""
"2838","Amelia","Morrone","","","",""
"2839","Alessandro","Mugelli","","","",""
"2840","Bruno","Murzi","","","",""
"2841","Francesco","Parisi","","","",""
"2842","Elisabetta","Pasquini","","","",""
"2843","Silvia","Passantino","","","",""
"2844","Andrea","Pilotta","","","",""
"2845","Iva","Pollini","","","",""
"2846","Daniela","Prandstraller","","","",""
"2847","Luca","Ragni","","","",""
"2848","Gennaro","Santoro","","","",""
"2849","Giuseppe","Santoro","","","",""
"2850","Jeffrey","Towbin","","","",""
"2851","Ugo","Vairo","","","",""
"2852","Gabriele Maria","VIgnati","","","",""
"2853","Magdi","Yacoub","","","67634","Aswan (EG)"
"2854","Alfredo","Zuppiroli","","","",""
"2855","Massimo","Chessa","","","",""
"2856","Enrico","Agabiti Rose","","","",""
"2857","Gilda","Belli","","","",""
"2858","Daniela","Toniolo","","","",""
"2859","Antonio","Coca Payeras","","","",""
"2860","Reinhold","Kreutz","","","75784","Professor Kreutz received his medical training, between 1980 and 1987, at the University of Mainz and Bonn, Germany. By 2000, he had completed his training in Internal Medicine (with a focus on hypertension and kidney disease) and Clinical Pharmacology in Cologne, Bonn, Heidelberg, Boston and Berlin. In Boston (USA), he received a postdoctoral research fellowship for physicians from the Howard Hughes Medical Institute at Harvard Medical School during 1993-1996. He is a recipient of the the Franz Volhard Award of the German Society of Hypertension in 1992, the Young Investigator Award, Dr. C & F. Demuth Foundation, of the International Society of Hypertension (ISH) in 1996, the Franz Gross Science Award of the German Society of Hypertension in 2021. He is a Full Professor of Hypertension and Clinical Pharmacology at the Charité – Universitätsmedizin Berlin in Germany. His main research interests include clinical pharmacology of cardiovascular drugs, clinical and experimental hypertension with a focus on genomics of hypertensive target organ damage, pharmacogenomics and safety of drug therapy. He is a member of the Scientific Council of the European Society of Hypertension (ESH) since 2015. In the ESH, he had served as ESH Secretary from 2017 to 2019 and served as president from 2019 to 2022. He is currently the Immediate Past President of the ESH, the Co-Chair of the 2023 ESH Hypertension Guidelines Task Force and the President and host of the 35th Annual Meeting of the ESH in Berlin, Germany, in 2024. Professor Kreutz was awarded an honorary membership of the Polish Society of Hypertension in 2022 and an honorary doctorate (honoris causa) from School of Medicine, Faculty of Health Sciences, Aristotle University of Thessaloniki, Greece. He has published more than 425 scientific articles with an H-index of 65 and several book chapters related to hypertension and clinical pharmacology. Professor Kreutz is actual Editor of Blood Pressure and an editorial Board member of the Journal of Hypertension, Hypertension (AHA), Journal of Clinical Hypertension, and High Blood Pressure & Cardiovascular Prevention."
"2861","Jose","Mas Redon","","","68449","Hospital Clínic University of Valencia Valencia, Spain"
"2862","Jian-jun","Mu","","","",""
"2863","Konstantinos","Tsioufis","","","","Konstantinos Tsioufis is Professor and Director of the 1 st Department of Cardiology, University of Athens, Hippokration Hospital, Greece. Prof Tsioufis works as an interventional Cardiologist and Hypertension Specialist. He has special interest in cardiorenal disease, atrial fibrillation, heart failure, hypertension, neuromodulation and peripheral arterial disease. He was a post-doctoral fellow at the Veterans Affairs Medical Centre, Georgetown University Washington DC, USA. He has more than 650 publications in peer-reviewed Journals, H-index> 60, more than 15000 citations. Member of the Task Force for the 2018 ESC/ESH hypertension guidelines. . Prof Tsioufis has served as President of European Society of Hypertension (ESH) (2017-19) and President of the Hellenic Society of Cardiology (2016-18)."
"2864","Ji-guang","Wang","","","",""
"2865","Zhao-su","Wu","","","",""
"2866","Yu-qing","Zhang","","","",""
"2867","Zhi-ming","Zhu","","","",""
"2868","P.G.","Calvara-Pinton","","","",""
"2869","Luigi","Naldi","","","",""
"2870","Aurora","Parodi","","","",""
"2871","L.","Zichichi","","","",""
"2872","Stefano","Piaserico","","","",""
"2873","Giuseppe","Micali","","","",""
"2874","Marco","Simonacci","","","",""
"2875","Franco","Bassetto","","","",""
"2876","Beniamino","Brunetti","","","",""
"2877","Paolo","Persichetti","","","",""
"2878","Andrea","Maurichi","","","",""
"2879","Sara","Pusceddu","","","",""
"2880","Lucia","Brambilla","","","",""
"2881","Marco","Santucci","","","",""
"2882","Marco","Paulli","","","",""
"2883","Emilio Francesco","Berti","","","",""
"2884","Alessandro","Pileri","","","",""
"2885","Martine","Bagot","","","",""
"2886","Vieri","Grandi","","","",""
"2887","Gabriele","Simontacchi","","","",""
"2888","Pietro","Quaglino","","","",""
"2889","Freddie","Bray","","","",""
"2890","Emanuele","Crocetti","","","",""
"2891","Ignazio","Stanganelli","","","",""
"2892","Maria Antonietta","Pizzichetta","","","",""
"2893","Giuseppe","Palmieri","","","",""
"2894","Maurizio","Fazio","","","",""
"2895","V.K.","Sondak","","","",""
"2896","Carlo Riccardo","Rossi","","","",""
"2897","Serena","Sestini","","","",""
"2898","Nicola","Mozzillo","","","",""
"2899","Alessandro","Testori","","","",""
"2900","Soldano","Ferrone","","","",""
"2901","D.","Massi","","","",""
"2902","Paola","Queirolo","","","",""
"2903","Vincenzo","De Giorgi","","","",""
"2904","Michele","Del Vecchio","","","",""
"2905","Anna Maria","Di Giacomo","","","",""
"2906","Mario","Mandalà","","","",""
"2907","V.","Chiarion-Sileni","","","",""
"2908","G.","Gerlini","","","",""
"2909","Lorenzo","Borgognoni","","","",""
"2910","Zou","Huayiyang","","","",""
"2911","Yang","Wang","","","",""
"2912","Zang","Hailin","","","",""
"2913","Nicola","Pimpinelli","","","",""
"2914","Fabio","Ayala","","","",""
"2915","Stefano","Calvieri","","","",""
"2916","Piergiacomo","Calzavara Pinton","","","",""
"2917","Corrado","Caracò","","","",""
"2918","Lorenzo","Cerroni","","","",""
"2919","Vanna","Chiarion Sileni","","","",""
"2920","Adraiana","Cordova","","","",""
"2921","Carlo","D Aniello","","","",""
"2922","Gerardo","Ferrara","","","",""
"2923","Michele","Fimiani","","","",""
"2924","Riccardo","Gelli","","","",""
"2925","Gianni","Gerlini","","","",""
"2926","Hee","Kim Youn","","","",""
"2927","Lorenzo","Leoncini","","","",""
"2928","Lucio","Luzzato","","","",""
"2929","Riccardo","Marconcini","","","",""
"2930","Daniela","Massi","","","",""
"2931","Enrico","Mini","","","",""
"2932","Silvia","Moretti","","","",""
"2933","Anna Maria","Offidani","","","",""
"2934","Simona","Pino","","","",""
"2935","Stefano","Pileri","","","",""
"2936","Serena","Rupoli","","","",""
"2937","Dirk","Schadendorf","","","",""
"2938","Keith","Sondak Vernon","","","",""
"2939","Maarten H.","Vermeer","","","",""
"2940","Leonardo","Zichichi","","","",""
"2941","S.","Mancini","","","",""
"2942","G.","Bagnoni","","","",""
"2943","A.","Ravaioli","","","",""
"2944","E.","Antoniazzi","","","",""
"2945","H.","Kocic","","","",""
"2946","C.","Mazzatenta","","","",""
"2947","C.","Ottanelli","","","",""
"2948","S.","Gunnella","","","",""
"2949","R.","Colucci","","","",""
"2950","S.","Peppicelli","","","",""
"2951","A.","Biagioni","","","",""
"2952","J.","Ruzzolini","","","",""
"2953","F.","Margheri","","","",""
"2954","E.","Andreucci","","","",""
"2955","I.","Lastrucci","","","",""
"2956","A.M.","D Erme","","","",""
"2957","","Lamberti","","","",""
"2958","P.","Vitiello","","","",""
"2959","E.N.","Gangemi","","","",""
"2960","R.","Villani","","","",""
"2961","G.","Damiani","","","",""
"2962","D.","Russo","","","",""
"2963","A.","Pilieri","","","",""
"2964","F.","Bianchini","","","",""
"2965","M.","Colombino","","","",""
"2966","A.","Laurenzana","","","",""
"2967","Lucio","Luzzatto","","","",""
"2968","","Pannuto","","","",""
"2969","Luca","Contu","","","",""
"2970","Daniela","Carenvale","","","",""
"2971","Tomasz","Guzik","","","",""
"2972","Carmine","Vecchione","","","",""
"2973","Carmine","Morisco","","","",""
"2974","Antonio","Cittadini","","","",""
"2975","Gaetano","Santulli","","","",""
"2976","Wolfram","Zimmermann","","","",""
"2977","Roland","Asmar","","","",""
"2978","Juan Carlos","Plana","","","",""
"2979","Emanuele","Barbato","","","67779","Clinical Director Division of Cardiology, University Hospital Sant’Andrea, Rome , Italy WORK EXPERIENCE CURRENT POSITION Professor of Cardiology Dpt of Clinical and Molecular Medicine , Faculty of Medicine and Psychology, Sapienza Uni versity of Rome , Italy Professor of Cardiology Dpt of Advanced Biomedical Sciences, Federico II University of Naples , Italy Staff member Cardiologist Cardiovascular Center Aalst, OLV Hospital, Aalst, Belgium Consultant Cardiologist “Sant’Andrea” Hospital La Sapienza University, Rome, Italy Consultant Cardiologist “S. Cuore di Gesù Fatebenefratelli” Hospital, Benevento, Italy"
"2980","Eugenio","Stabile","","","73938","01/08/2021 -Oggi Direttore Unità Operativa Complessa Di Cardiologia Azienda Ospedaliera Regionale “San Carlo” -Potenza Italia 30/12/2018 – 31/07/2021 Professore Associato di Malattie dell’Apparato Cardiovascolare, Dipartimento di Scienze Biomediche Avanzate (SSD 06/D1, Med 11), Università degli Studi di Napoli “Federico II”, Napoli, Italia 16/07/2013 –29/12/2018 Dirigente Medico, Laboratorio di Cardiologia Invasiva “M. Chiariello”, Divisione di Cardiologia, Ricercatore a Tempo Determinato B, Dipartimento Assistenziale Integrato di Cardiologia, Cardiochirurgia ed Emergenze Cardiovascolari, Università degli Studi di Napoli “Federico II”, Napoli, Italia 01/06/2005-30/06/2013 Dirigente Medico, Laboratorio di Cardiologia Invasiva, Casa di Cura Privata Montevergine SPA, Mercogliano, Italia 01/09/2004-30/05/2005 Cardiologo, Centro Polidiagnostico Stabile SRL, Salerno, Italia 01/09/2003-30/07/2004 Dirigente Medico, Laboratorio di Catetetrismo Cardiaco, Medstar Washington Hospital Center, Washington, DC, USA 01/09/2002-30/07/2003 Staff Scientist, Cardiovascular Research Institute, Medstar Research Institute, Washington Hospital Center, Washington, DC, USA"
"2981","William","Wyns","","","",""
"2982","Francesco","Cosentino","","","60031","Prof. Francesco Cosentino is professor of Cardiology and chair of Cardiovascular Medicine at the Karolinska Institute and Karolinska University Hospital in Stockholm, Sweden. He obtained his MD degree and postgraduate training in Internal Medicine and Cardiovascular Disease at the University of Rome, Italy. In 1991 he moved to Mayo Clinic & Foundation, Rochester, MN, USA for a Cardiovascular Fellowship. During his stay at the Mayo Clinic & Foundation he fulfilled all the requirements for a PhD in Biomedical Sciences - Cardiovascular Pharmacology. In 1995, he joined the Cardiovascular Division at the University Hospital of Bern, Switzerland. Two years later, Prof. Cosentino moved to the Division of Cardiology of Zurich University Hospital as “lecturer” and then “titular professor” of Cardiology. In 2006, he was appointed associate professor of Cardiology at the University “Sapienza” of Rome. Since 2013, he is professor of Cardiology at the Karolinska Institutet and Karolinska University Hospital in Stockholm. Prof. Cosentino is the recipient of grants and prizes from national and international institutions, research councils and private foundations. He is the leading author of more than 200 original articles published in top-ranking, peer-reviewed journals. Prof. Cosentino is vice president of the European Society of Cardiology (ESC) and chair of ESC Partnership and Policy Committee. He is Deputy Editor of the European Heart Journal and Consulting Editor of Cardiovascular Research Journal. He has been chairman of the 2019 Guidelines on diabetes, pre-diabetes and cardiovascular disease."
"2983","Alberto","Cuocolo","","","",""
"2984","Raffaele","Piccolo","","","73935","WORK EXPERIENCE Education and Training 2021 - present Associate Professor of Cardiology Division of Cardiology Department of Advanced Biomedical Sciences University of Naples “Federico II” Naples – Italy 2017 - 2021 Assistant Professor of Cardiology Division of Cardiology Department of Advanced Biomedical Sciences University of Naples “Federico II” Naples – Italy 2014 - 2017 Senior Researcher Institution: Department of Cardiology Swiss Cardiovascular Center Bern University Hospital Bern – Switzerland 2016 Certificate of Advanced Good Clinical Practice (Advanced GCP) Institution: Clinical Trials Unit (CTU) University of Bern Bern, Switzerland 2 Raffaele Piccolo - Curriculum Vitae Honours/Awards/Grants Personal skills 2014 - 2016 PhD in Experimental and Clinical Sciences University of Naples “Federico II” Naples – Italy 2015 Certificate of Good Clinical Practice (GCP) 2010 - 2014 Fellow of Invasive Cardiology Institution: Department of Advanced Biomedical Sciences Federico II University Naples, Italy 2009 - 2014 Clinical Residency in Cardiology (summa cum Laude) Institution: Division of Cardiology Federico II University Naples, Italy 2008 Licence to Practice Medicine and Surgery Council of Naples 2002 - 2008 Medical School (summa cum Laude) Institution: Federico II University Naples, Italy 2018 Research Grant for Research Projects of National Relevance (PRIN) from the Italian Ministry of Education, University and Research-MIUR 2017 Research Grant from Veronesi Foundation 2016 Research Grant from Veronesi Foundation 2015 Research Grant from Veronesi Foundation 2015 Research Grant from the Italian Society of Cardiology 2015 Outstanding Contribution in Reviewing - The American Journal of Cardiology 2013 Evidence Foundation – Research grant in the setting of the SECURITY trial"
